rally,ball_round,time,frame_num,score_status,player_score,opponent_score,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,player_move_x,player_move_y,opponent_location_area,opponent_location_x,opponent_location_y,opponent_move_x,opponent_move_y,ball_distance,player_type,opponent_type,player_move_area,moving_x,moving_y,landing_court_number,ball_distance_x,ball_distance_y,db,set,match_id,rally_id
1,1,,12000.0,0.0,0.0,0.0,CHOU Tien Chen,1.0,發短球,,,,28.0,0.298001720115079,-0.6443057096721145,,18.0,-0.1396078914403915,0.7586809694766999,,,,,28.0,0.298001720115079,-0.6443057096721145,-0.2738341973270313,1.81079544491782,22.0,-0.2194970248940841,0.949637844674785,0.0,0.0,0.0,1.0,0.0,33.0,0.0241675227880477,1.1664897352457049,,0.0,0.0,,1,1,0
1,2,,12100.0,0.0,0.0,0.0,Kento MOMOTA,2.0,長球,,,,28.0,0.1396078914403915,-0.7586809694766999,,18.0,-0.4085276809309408,0.5877959549401318,,,,,22.0,-0.2194970248940841,0.949637844674785,-0.1958358585834502,1.5158434212207794,33.0,0.0241675227880477,1.1664897352457049,-0.2738341973270313,1.81079544491782,1.745654465156128,3.0,1.0,18.0,-0.0562279671430587,0.7571624517440796,,0.3591049163344756,-1.708318814151485,,1,1,0
1,3,,12200.0,0.0,0.0,0.0,CHOU Tien Chen,2.0,長球,,,,28.0,0.4085276809309408,-0.5877959549401318,,23.0,0.2185040414333343,0.926278606057167,,,,,33.0,0.0241675227880477,1.1664897352457049,-0.6026696798180028,1.8343258321259537,18.0,-0.0562279671430587,0.7571624517440796,-0.1958358585834502,1.5158434212207794,1.7958983863121063,3.0,3.0,33.0,-0.194141998887062,1.2465298771858218,,0.3843601581428931,-1.7542856901858368,,1,1,0
1,4,,12300.0,-1.0,0.0,1.0,Kento MOMOTA,1.0,發短球,,,,28.0,0.0562279671430587,-0.7571624517440796,,5.0,-0.4580487012863159,-0.0399078130722045,出界,對手出界,CHOU Tien Chen,,28.0,0.0562279671430587,-0.7571624517440796,-0.0562279671430587,0.7571624517440796,33.0,-0.194141998887062,1.2465298771858218,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,,0.0,0.0,,1,1,0
1,5,,,,,,CHOU Tien Chen,,接不到,,,,7.0,0.0,0.0,,23.0,0.0,1.0,,,,,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,7.0,0.0,0.0,,0.0,0.0,,1,1,0
2,1,,12400.0,-1.0,0.0,1.0,CHOU Tien Chen,1.0,發短球,,,,32.0,-0.0974542593018943,-0.6528988439378698,,19.0,0.2566405534744262,0.7471807599067688,,,,,32.0,-0.0974542593018943,-0.6528988439378698,0.1388564800279074,1.835240091734882,19.0,0.3441270431713532,0.7362677537953597,0.0,0.0,0.0,1.0,0.0,33.0,0.0414022207260131,1.1823412477970123,,0.0,0.0,,1,1,1
2,2,,12500.0,-1.0,0.0,1.0,Kento MOMOTA,2.0,長球,,,,32.0,-0.2566405534744262,-0.7471807599067688,,15.0,0.0230364799499511,0.3320993185043335,,,,,19.0,0.3441270431713532,0.7362677537953597,0.297694906592369,1.6460376977920532,33.0,0.0414022207260131,1.1823412477970123,0.1388564800279074,1.835240091734882,1.6004815519038638,3.0,1.0,23.0,0.0410543531179428,0.8988569378852843,,-0.6007675966457794,-1.4834485137021285,,1,1,1
2,3,,12600.0,-1.0,0.0,1.0,CHOU Tien Chen,2.0,長球,,,,2.0,-0.0230364799499511,-0.3320993185043335,,33.0,0.0374296456575393,1.008886992931366,,,,,33.0,0.0414022207260131,1.1823412477970123,0.0077450275421141,1.6577324271202087,23.0,0.0410543531179428,0.8988569378852843,0.297694906592369,1.6460376977920532,1.5158108638626218,3.0,3.0,33.0,-0.0152914524078369,1.3256331086158752,,-0.0644387006759642,-1.5144405663013458,,1,1,1
2,4,,12700.0,-1.0,0.0,1.0,Kento MOMOTA,2.0,殺球,,,,33.0,-0.0374296456575393,-1.008886992931366,,7.0,0.0076666104229305,0.0708032457043086,,,,,23.0,0.0410543531179428,0.8988569378852843,-0.0161395221948624,1.739590764045715,33.0,-0.0152914524078369,1.3256331086158752,0.0077450275421141,1.6577324271202087,1.909357652099668,4.0,3.0,18.0,-0.0535691678524017,0.7307037711143494,,-0.0784839987754821,-1.9077439308166504,,1,1,1
2,5,,12800.0,-1.0,0.0,1.0,CHOU Tien Chen,2.0,推撲球,,,,6.0,-0.0076666104229305,-0.0708032457043086,,14.0,-0.0635584667325019,0.3139348030090332,,,,,33.0,-0.0152914524078369,1.3256331086158752,-0.0083020550576832,1.2890903262306606,18.0,-0.0535691678524017,0.7307037711143494,-0.0161395221948624,1.739590764045715,1.3964571708012892,9.0,4.0,33.0,-0.0159686654806137,1.218287080526352,,0.0076248419849064,-1.396436354320184,,1,1,1
2,6,,12900.0,-2.0,0.0,2.0,Kento MOMOTA,1.0,發短球,,,,28.0,0.0535691678524017,-0.7307037711143494,,5.0,-0.5022104978561401,-0.0859467983245849,出界,對手出界,CHOU Tien Chen,,28.0,0.0535691678524017,-0.7307037711143494,-0.0535691678524017,0.7307037711143494,33.0,-0.0159686654806137,1.218287080526352,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,,0.0,0.0,,1,1,1
2,7,,,,,,CHOU Tien Chen,,接不到,,,,7.0,0.0,0.0,,23.0,0.0,1.0,,,,,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,7.0,0.0,0.0,,0.0,0.0,,1,1,1
3,1,,13000.0,-2.0,0.0,2.0,CHOU Tien Chen,1.0,發短球,,,,28.0,0.3833081356134106,-0.6256617961282103,,18.0,-0.099502332508564,0.6444034576416016,,,,,28.0,0.3833081356134106,-0.6256617961282103,-0.3845549604739834,1.7591985819691986,22.0,-0.2980980518459198,0.9835487995034514,0.0,0.0,0.0,1.0,0.0,33.0,-0.0012468248605728,1.1335367858409884,,0.0,0.0,,1,1,2
3,2,,13100.0,-2.0,0.0,2.0,Kento MOMOTA,2.0,平球,,,,28.0,0.099502332508564,-0.6444034576416016,,23.0,0.0654174994833826,0.8505950491671255,,,,,22.0,-0.2980980518459198,0.9835487995034514,-0.2223766520619391,1.4164409339427948,33.0,-0.0012468248605728,1.1335367858409884,-0.3845549604739834,1.7591985819691986,1.6758026784745588,7.0,1.0,22.0,-0.1228743195533752,0.7720374763011933,,0.3976003843544838,-1.6279522571450529,,1,1,2
3,3,,13200.0,-2.0,0.0,2.0,CHOU Tien Chen,2.0,切球,,,,32.0,-0.0654174994833826,-0.8505950491671255,,18.0,-0.0795662328600883,0.740380585193634,,,,,33.0,-0.0012468248605728,1.1335367858409884,0.1503097128279565,1.847468901032656,22.0,-0.1228743195533752,0.7720374763011933,-0.2223766520619391,1.4164409339427948,1.9851692658748803,5.0,7.0,23.0,0.0848922133445739,0.99687385186553,,-0.0641706746228098,-1.9841318350081136,,1,1,2
3,4,,13300.0,-3.0,0.0,3.0,Kento MOMOTA,2.0,接不到,,,,7.0,0.0,0.0,,7.0,0.0,0.0,對手落地致勝,落地致勝,CHOU Tien Chen,,22.0,-0.1228743195533752,0.7720374763011933,0.0,0.0,23.0,0.0848922133445739,0.99687385186553,0.1503097128279565,1.847468901032656,0.7817544136231153,11.0,5.0,7.0,0.0,0.0,,0.1228743195533752,-0.7720374763011933,,1,1,2
3,5,,,,,,CHOU Tien Chen,,接不到,,,,7.0,0.0,0.0,,23.0,0.0,1.0,,,,,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,7.0,0.0,0.0,,0.0,0.0,,1,1,2
4,1,,13400.0,-3.0,0.0,3.0,CHOU Tien Chen,1.0,發短球,,,,32.0,-0.1495001225198383,-0.7142457763060271,,19.0,0.1654020249843597,0.690840482711792,,,,,32.0,-0.1495001225198383,-0.7142457763060271,0.1674678532804125,1.8934960464342767,23.0,0.1932492259981544,0.8007101633878835,0.0,0.0,0.0,1.0,0.0,33.0,0.0179677307605743,1.17925027012825,,0.0,0.0,,1,1,3
