ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,win_prob,rally
1,00:00:35,879.0,0,0,PUSARLA V. Sindhu,1,發長球,0,0,2.0,8,,,1.0,9,559.0,276.0,,,PUSARLA V. Sindhu,,9,0.268205280709256,1.1152905376215263,9,-0.5671017669523282,-0.9814139889035486,0,1,40,1440,0.0,1,True,1,0.0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2811774909496307,1
2,00:00:36,923.0,0,0,TAI Tzu Ying,3,長球,0,0,1.0,10,559.0,276.0,2.0,10,819.0,628.0,出界,對手出界,PUSARLA V. Sindhu,,10,-0.5622024494475879,-1.5859456069544002,9,0.0933794636388135,1.0081368756268023,0,1,40,1440,1.0,0,True,1,0.0,0,0.4974038302898407,0.5025961399078369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2930481731891632,1
1,00:00:47,1199.0,1,0,PUSARLA V. Sindhu,1,發長球,0,0,2.0,8,,,1.0,9,755.0,272.0,,,TAI Tzu Ying,,9,-0.055181822728709,1.1551253542735307,9,0.6275887064571408,-1.0579549377171704,0,1,40,1441,0.0,1,True,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2509956061840057,2
2,00:00:49,1244.0,1,0,TAI Tzu Ying,2,殺球,0,0,1.0,10,755.0,272.0,2.0,6,447.0,476.0,,,TAI Tzu Ying,,10,0.8850224952234187,-1.5509693778010163,9,0.333242080671294,1.030117221672814,0,1,40,1441,0.2222222222222222,0,True,0,1.0,1,0.4913689196109772,0.5086310505867004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2585573196411133,2
3,00:00:50,1256.0,1,0,PUSARLA V. Sindhu,2,接殺防守,0,1,2.0,7,447.0,476.0,2.0,5,459.0,344.0,,,TAI Tzu Ying,,9,0.4423668088037756,1.1293638081251771,9,0.7659599341970805,-1.2403154617052654,0,1,40,1441,0.3333333333333333,1,True,0,1.0,1,0.2794216275215149,0.2915479838848114,0.4290304183959961,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1395973414182663,2
4,00:00:51,1280.0,1,0,TAI Tzu Ying,2,網前球,0,0,2.0,6,459.0,344.0,2.0,2,435.0,410.0,,,TAI Tzu Ying,,6,-0.836404437258261,-0.5824881747396621,9,-0.3745157156175238,0.979517403012577,0,1,40,1441,0.4444444444444444,0,True,0,1.0,1,0.1848702132701873,0.1928932666778564,0.2889238595962524,0.3333126306533813,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1526127606630325,2
5,00:00:52,1303.0,1,0,PUSARLA V. Sindhu,2,挑球,0,1,2.0,3,435.0,410.0,1.0,4,776.0,274.0,,,TAI Tzu Ying,,8,-0.8061499353055238,0.5235034580243448,9,-0.3555817689751841,-0.7351333305436857,0,1,40,1441,0.5555555555555556,1,True,0,1.0,1,0.1242793351411819,0.1296728253364563,0.1942295730113983,0.2022626250982284,0.3495556712150574,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2009395062923431,2
6,00:00:53,1337.0,1,0,TAI Tzu Ying,2,長球,1,0,1.0,5,776.0,274.0,1.0,5,862.0,559.0,,,TAI Tzu Ying,,10,0.1914145197804518,-1.5001015269107991,9,0.1475709341812457,0.8133992931783549,0,1,40,1441,0.6666666666666666,0,True,0,1.0,1,0.0664189904928207,0.0693014487624168,0.1038027107715606,0.1080958396196365,0.1957874745130539,0.4565935432910919,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6199321150779724,2
7,00:00:54,1368.0,1,0,PUSARLA V. Sindhu,2,切球,0,0,1.0,6,862.0,559.0,2.0,5,453.0,339.0,,,TAI Tzu Ying,,9,0.7750152937176815,1.409422262600552,9,0.2015735340649238,-1.1795002556558156,0,1,40,1441,0.7777777777777778,1,True,0,1.0,1,0.0499575547873973,0.052125621587038,0.0780760124325752,0.081305131316185,0.1472630649805069,0.2827546000480652,0.3085180819034576,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4580727219581604,2
8,00:00:55,1387.0,1,0,TAI Tzu Ying,2,接殺防守,0,0,2.0,6,453.0,339.0,1.0,8,820.0,540.0,,,TAI Tzu Ying,,9,-0.7870177817118506,-0.7320121771064659,9,0.3639473405627577,1.384182206006796,0,1,40,1441,0.8888888888888888,0,True,0,1.0,1,0.0406935699284076,0.042459599673748,0.0635978206992149,0.0662281364202499,0.1199550330638885,0.230321392416954,0.2519524395465851,0.1847920715808868,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4085491597652435,2
9,00:00:56,1411.0,1,0,PUSARLA V. Sindhu,3,切球,0,0,1.0,9,820.0,540.0,2.0,7,762.0,410.0,未過網,對手未過網,TAI Tzu Ying,,9,0.72855443519892,1.2898539488473515,9,-0.1190484572121216,-0.8394216683856222,0,1,40,1441,1.0,1,True,0,1.0,1,0.0373097956180572,0.0389289744198322,0.0583094954490661,0.0607210919260978,0.1099804639816284,0.2111695855855941,0.2310019433498382,0.1389328092336654,0.1136458665132522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3745761215686798,2
1,00:01:13,1838.0,1,1,TAI Tzu Ying,1,發短球,0,1,2.0,8,,,2.0,7,570.0,453.0,,,PUSARLA V. Sindhu,,9,0.1360562073662964,-0.776864124436074,9,-0.5588219260144737,1.082283087862265,0,1,40,1442,0.0,0,True,1,0.0,-1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4476858973503113,3
2,00:01:14,1856.0,1,1,PUSARLA V. Sindhu,2,網前球,0,0,2.0,8,570.0,453.0,2.0,1,428.0,353.0,,,PUSARLA V. Sindhu,,9,-0.5134145788371427,0.7160794352377765,9,-0.0598802043306697,-0.9184805222364948,0,1,40,1442,0.3333333333333333,1,True,1,0.0,-1,0.5139173865318298,0.4860825538635254,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364803671836853,3
3,00:01:15,1879.0,1,1,TAI Tzu Ying,2,挑球,0,0,2.0,2,428.0,353.0,1.0,6,363.0,537.0,,,PUSARLA V. Sindhu,,2,-0.8783266665191347,-0.3915128053884107,9,-0.3095394864513683,0.8329957405123398,0,1,40,1442,0.6666666666666666,0,True,1,0.0,-1,0.3001096844673157,0.2843741178512573,0.4155162274837494,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.466851532459259,3
4,00:01:16,1913.0,1,1,PUSARLA V. Sindhu,3,殺球,1,0,1.0,7,363.0,537.0,2.0,8,771.0,303.0,對手落地致勝,落地致勝,PUSARLA V. Sindhu,,7,-0.9848676904291594,1.427187705772754,9,-0.4610228754650367,-0.8239709383797953,0,1,40,1442,1.0,1,True,1,0.0,-1,0.1979952305555343,0.1876138001680374,0.2447783201932907,0.3696126043796539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.613076388835907,3
1,00:01:32,2301.0,2,1,PUSARLA V. Sindhu,1,發長球,0,0,2.0,8,,,1.0,9,526.0,277.0,,,TAI Tzu Ying,,9,0.299602630674463,1.099846681411503,9,-0.5839481754656932,-1.0217877857654616,0,1,40,1443,0.0,1,True,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2509956061840057,4
2,00:01:33,2347.0,2,1,TAI Tzu Ying,2,殺球,0,0,1.0,10,526.0,277.0,2.0,6,419.0,500.0,,,TAI Tzu Ying,,10,-0.7949423673757827,-1.4925959486397702,9,0.0674886256781169,1.116559103628754,0,1,40,1443,0.125,0,True,0,1.0,1,0.490893006324768,0.5091069936752319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2598569095134735,4
3,00:01:34,2358.0,2,1,PUSARLA V. Sindhu,2,接殺防守,0,1,2.0,7,419.0,500.0,2.0,5,429.0,335.0,,,TAI Tzu Ying,,9,0.2831714899087716,1.130368761312403,9,-0.7548885621618049,-1.3006959822713198,0,1,40,1443,0.25,1,True,0,1.0,1,0.2787259221076965,0.2934188842773437,0.4278552234172821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1411247849464416,4
4,00:01:35,2378.0,2,1,TAI Tzu Ying,2,推撲球,0,0,2.0,6,429.0,335.0,1.0,6,387.0,495.0,,,TAI Tzu Ying,,6,-0.9484358098918264,-0.643173460831644,9,-0.1949270922030842,1.1182176190091273,0,1,40,1443,0.375,0,True,0,1.0,1,0.1854405999183654,0.1952160447835922,0.2917101383209228,0.3276332318782806,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1524631381034851,4
5,00:01:35,2392.0,2,1,PUSARLA V. Sindhu,2,長球,1,0,1.0,7,387.0,495.0,1.0,8,654.0,298.0,,,TAI Tzu Ying,,9,-0.1755838232907115,1.0875386808763945,9,-0.7884936243068227,-0.8736602044830816,0,1,40,1443,0.375,1,True,0,1.0,1,0.1352306008338928,0.1423592418432235,0.2127265334129333,0.231634259223938,0.2780493199825287,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2442908883094787,4
6,00:01:36,2412.0,2,1,TAI Tzu Ying,2,切球,0,0,1.0,9,654.0,298.0,2.0,7,666.0,415.0,,,TAI Tzu Ying,,9,-0.2759048997431084,-1.051278212425622,9,-0.2944747893332594,1.088291884320392,0,1,40,1443,0.5,0,True,0,1.0,1,0.0914373770356178,0.0962574779987335,0.143836960196495,0.1566215753555297,0.1928169131278991,0.3190296590328216,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5107223987579346,4
7,00:01:37,2435.0,2,1,PUSARLA V. Sindhu,2,網前球,0,1,2.0,8,666.0,415.0,2.0,2,843.0,367.0,,,TAI Tzu Ying,,9,0.4949293313989881,0.683609217826851,9,0.0479853057721799,-1.0948330250180849,0,1,40,1443,0.625,1,True,0,1.0,1,0.0618024133145809,0.0650603100657463,0.0972192212939262,0.1058603376150131,0.1303247213363647,0.203650414943695,0.3360825777053833,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3656676113605499,4
